lat	lng	type
42.6617012	23.37739944	бензиностанция
42.707901	23.34189987	бензиностанция
42.66754532	23.29075241	бензиностанция
42.71175385	23.33100128	бензиностанция
42.65101242	23.3576088	бензиностанция
42.65147018	23.28751183	бензиностанция
42.64164352	23.40444374	бензиностанция
42.74365234	23.28443146	бензиностанция
42.68989944	23.30660057	бензиностанция
42.71409988	23.16399956	бензиностанция
42.71166229	23.24096107	бензиностанция
42.73929977	23.31739998	бензиностанция
42.74748993	23.22696304	бензиностанция
42.63219833	23.45879936	бензиностанция
42.63913727	23.38116074	бензиностанция
42.66740036	23.26440048	бензиностанция
42.69860077	23.34600067	бензиностанция
42.67589951	23.37989998	бензиностанция
42.7358017	23.24640083	бензиностанция
42.64335632	23.40287209	бензиностанция
42.70887375	23.42815971	бензиностанция
42.66559982	23.35409927	бензиностанция
42.6436615	23.37371635	бензиностанция
42.70267868	23.28370857	бензиностанция
42.69649887	23.28129959	бензиностанция
42.74268723	23.26667404	бензиностанция
42.72068024	23.33295822	бензиностанция
42.67250061	23.39179993	бензиностанция
42.72790146	23.28820038	бензиностанция
42.68667603	23.37660217	бензиностанция
42.65953445	23.29843712	бензиностанция
42.65649033	23.40170288	бензиностанция
42.63679886	23.33449936	бензиностанция
42.69929886	23.34519959	бензиностанция
42.72240067	23.77020073	бензиностанция
42.67139816	23.9951992	бензиностанция
42.82049942	23.98990059	бензиностанция
42.73429871	23.61059952	бензиностанция
42.70056915	23.30515099	бензиностанция
42.65969849	23.3227005	бензиностанция
42.65976334	23.52642632	бензиностанция
42.69132233	23.23050499	бензиностанция
42.7091713	23.39364624	бензиностанция
42.64928436	23.39455795	бензиностанция
42.66158295	23.4564724	бензиностанция
42.70518494	23.31121826	бензиностанция
42.69639969	23.35588455	бензиностанция
42.65502548	23.40083885	бензиностанция
42.68930054	23.2493	бензиностанция
42.69010162	23.25090027	бензиностанция
42.70931625	23.39825821	бензиностанция
42.75617981	23.21009254	бензиностанция
42.70661926	23.47428322	бензиностанция
42.72040176	23.27429962	бензиностанция
42.64899063	23.37817574	бензиностанция
42.65620041	23.40649986	бензиностанция
42.69817352	23.36181831	бензиностанция
42.71279907	23.34300041	бензиностанция
42.74309921	23.27420044	бензиностанция
42.8091011	23.21039963	бензиностанция
42.72137451	23.28206253	бензиностанция
42.68719864	23.27199936	бензиностанция
42.68651581	23.27459526	бензиностанция
42.73759842	23.32620049	бензиностанция
42.71469879	23.32719994	бензиностанция
42.6495018	23.42130089	бензиностанция
42.67409897	23.37999916	бензиностанция
42.68218994	23.36845398	бензиностанция
42.64260101	23.4022007	бензиностанция
42.73720169	23.2968998	бензиностанция
42.73080063	23.29730034	бензиностанция
42.6385994	23.41300011	бензиностанция
42.65750122	23.38330078	бензиностанция
42.71183777	23.34426308	бензиностанция
42.66864014	23.38416862	бензиностанция
42.70271301	23.38312721	бензиностанция
42.66180038	23.29509926	бензиностанция
42.69560623	23.31282425	бензиностанция
42.67450333	23.27023888	бензиностанция
42.70438004	23.3593483	бензиностанция
42.71456528	23.2977066	бензиностанция
42.68370438	23.27692413	бензиностанция
42.75539398	23.5590477	бензиностанция
42.72784042	23.25854874	бензиностанция
42.70601273	23.49059677	бензиностанция
42.65013504	23.37851143	бензиностанция
42.73001862	23.25932121	бензиностанция
42.78038406	23.27431679	бензиностанция
42.70928955	23.38056946	бензиностанция
42.7336998	23.32250023	бензиностанция
42.67099762	23.39805031	бензиностанция
42.72381592	23.26693535	бензиностанция
42.74406815	23.28297615	бензиностанция
42.71854401	23.23573494	бензиностанция
42.62198257	23.40445137	бензиностанция
42.63759995	23.4137001	бензиностанция
42.68367386	23.24058151	бензиностанция
42.65005493	23.34693336	бензиностанция
42.70977783	23.27270317	бензиностанция
42.73822403	22.91679192	бензиностанция
42.63848495	23.3960247	бензиностанция
42.7542038	23.2730751	бензиностанция
42.79642487	23.33091164	бензиностанция
42.7344017	23.34312439	бензиностанция
42.65525436	23.40019226	бензиностанция
42.69242859	23.29542542	бензиностанция
42.63430786	23.40922356	бензиностанция
42.71151352	23.1630249	бензиностанция
42.68894196	23.27616501	бензиностанция
42.70727158	23.33239746	бензиностанция
42.80077362	23.1370182	бензиностанция
42.63933945	23.35422516	бензиностанция
42.73740387	23.46913528	бензиностанция
42.70009613	23.38765144	бензиностанция
42.73124695	23.2543602	бензиностанция
42.66520691	23.4515686	бензиностанция
42.73080444	23.34410667	бензиностанция
42.72244644	23.34322739	бензиностанция
42.7219696	23.285326	бензиностанция
42.75129318	23.49925613	бензиностанция
42.71627808	23.29451561	бензиностанция
42.70319748	23.20897484	бензиностанция
42.67681885	23.38404083	бензиностанция
42.70429993	23.30240059	бензиностанция
42.72169876	23.23810005	бензиностанция
42.71138763	23.33934402	бензиностанция
42.71709824	23.26119995	бензиностанция
42.8091011	23.21719933	бензиностанция
42.70869827	23.32570076	бензиностанция
42.75400162	23.27599907	бензиностанция
42.73210144	23.38890076	бензиностанция
42.63290024	23.4178009	бензиностанция
42.77750015	23.31509972	бензиностанция
42.67613983	23.60903358	бензиностанция
42.66350174	23.45269966	бензиностанция
42.72383499	23.29376221	бензиностанция
42.80332565	23.22321129	бензиностанция
42.73849869	23.50620079	бензиностанция
42.67459869	23.60040092	бензиностанция
42.71022034	23.24284554	бензиностанция
42.8058548	23.19185829	бензиностанция
42.73703384	23.26031876	бензиностанция
42.74137115	23.30861282	бензиностанция
42.75690079	23.3265152	бензиностанция
42.8031311	23.33435249	бензиностанция
42.70496368	23.21071053	бензиностанция
42.77417755	23.18621445	бензиностанция
42.66139603	23.37213135	бензиностанция
42.65402603	23.34557343	бензиностанция
42.66732407	23.5991478	бензиностанция
42.71179962	23.35589981	бензиностанция
42.65773392	23.3137188	бензиностанция
42.7356987	23.33259964	бензиностанция
42.67490768	23.36768913	бензиностанция
42.70188904	23.44995117	бензиностанция
42.65561676	23.28114891	бензиностанция
42.62287903	23.3719368	бензиностанция
42.62443542	23.37289429	бензиностанция
42.73465729	23.6114769	бензиностанция
42.65950394	23.29895401	бензиностанция
42.78879929	23.3108387	бензиностанция
42.74398041	23.22998238	бензиностанция
42.63228226	23.45937347	бензиностанция
42.66789627	23.37524605	бензиностанция
42.62285614	23.37967873	бензиностанция
42.65627289	23.40633202	бензиностанция
42.6746254	23.37683868	бензиностанция
42.78383636	23.16681862	бензиностанция
42.70948029	23.36593437	бензиностанция
42.79492569	23.21512032	бензиностанция
42.70849991	23.33869934	бензиностанция
42.74857712	23.3511219	бензиностанция
42.63217163	23.45809364	бензиностанция
42.67219925	23.59320068	бензиностанция
42.70698547	23.45537949	бензиностанция
42.67930222	23.24860573	бензиностанция
42.73049545	23.30186081	бензиностанция
42.70974731	23.25774384	бензиностанция
42.6645813	23.40472221	бензиностанция
